id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Mohammad;Paper;-960.0;1252.0;19208.0;-4544.0;2064.0;-16.0;0
1;Mohammad;Paper;96.0;992.0;16688.0;-4512.0;2856.0;1607.0;103
2;Mohammad;Paper;4.0;936.0;17448.0;-4512.0;2205.0;138.0;206
3;Mohammad;Paper;6160.0;1136.0;17592.0;-4528.0;2453.0;-1503.0;309
4;Mohammad;Paper;3380.0;1464.0;15944.0;-4512.0;2526.0;2550.0;413
5;Mohammad;Paper;4092.0;1236.0;19136.0;-4528.0;1846.0;-1418.0;516
6;Mohammad;Paper;2112.0;2600.0;19084.0;-4512.0;2781.0;-2747.0;619
7;Mohammad;Paper;-2276.0;1904.0;15576.0;-4528.0;2278.0;2992.0;722
8;Mohammad;Paper;-8564.0;832.0;16788.0;-4512.0;4544.0;2806.0;825
9;Mohammad;Paper;-4140.0;1324.0;21036.0;-4512.0;2549.0;779.0;929
10;Mohammad;Paper;-1936.0;332.0;15740.0;-4528.0;1296.0;184.0;1031
11;Mohammad;Paper;1644.0;1104.0;17660.0;-4512.0;4097.0;-287.0;1135
12;Mohammad;Paper;-1416.0;1040.0;18304.0;-4496.0;1279.0;-52.0;1238
13;Mohammad;Paper;2616.0;1516.0;17652.0;-4512.0;2734.0;405.0;1341
14;Mohammad;Paper;48.0;1340.0;18188.0;-4528.0;1831.0;-1037.0;1444
