id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Assem;Paper;476.0;700.0;18444.0;-4400.0;2273.0;239.0;0
1;Assem;Paper;1404.0;948.0;18532.0;-4448.0;2192.0;110.0;103
2;Assem;Paper;1424.0;656.0;17536.0;-4400.0;2304.0;351.0;207
3;Assem;Paper;2384.0;748.0;16852.0;-4416.0;2097.0;-213.0;309
4;Assem;Paper;2540.0;624.0;15964.0;-4400.0;3190.0;-749.0;413
5;Assem;Paper;568.0;1148.0;17064.0;-4432.0;2130.0;72.0;516
6;Assem;Paper;3208.0;1592.0;17884.0;-4416.0;2831.0;-149.0;619
7;Assem;Paper;980.0;1444.0;19104.0;-4416.0;2104.0;-319.0;722
8;Assem;Paper;2912.0;1452.0;19032.0;-4416.0;565.0;98.0;825
9;Assem;Paper;-244.0;272.0;17548.0;-4416.0;3343.0;-296.0;929
10;Assem;Paper;-872.0;784.0;17028.0;-4400.0;3510.0;-562.0;1032
11;Assem;Paper;-736.0;640.0;17504.0;-4416.0;2940.0;213.0;1135
12;Assem;Paper;1176.0;1324.0;20132.0;-4384.0;2532.0;351.0;1238
13;Assem;Paper;512.0;760.0;17848.0;-4432.0;2166.0;357.0;1341
14;Assem;Paper;1216.0;728.0;16544.0;-4416.0;2474.0;178.0;1445
15;Assem;Paper;2016.0;1028.0;17320.0;-4400.0;2425.0;-53.0;1548
16;Assem;Paper;2192.0;700.0;17264.0;-4416.0;2818.0;57.0;1651
