id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Yehia;Scissors;-104.0;-4660.0;-14672.0;-4496.0;2573.0;566.0;0
1;Yehia;Scissors;-180.0;-4496.0;-14988.0;-4512.0;1513.0;62.0;104
2;Yehia;Scissors;700.0;-3816.0;-11104.0;-4528.0;338.0;170.0;207
3;Yehia;Scissors;-844.0;-2056.0;-9292.0;-4480.0;-4441.0;-189.0;311
4;Yehia;Scissors;-812.0;-1452.0;-17304.0;-4464.0;-7401.0;-1112.0;413
5;Yehia;Scissors;-976.0;2240.0;-9096.0;-4480.0;-6276.0;-404.0;516
6;Yehia;Scissors;-3904.0;4392.0;-19988.0;-4480.0;-9261.0;-913.0;620
7;Yehia;Scissors;-1064.0;6948.0;-13984.0;-4464.0;-6732.0;-686.0;723
8;Yehia;Scissors;-352.0;7188.0;-16560.0;-4496.0;-2599.0;-175.0;827
9;Yehia;Scissors;-1764.0;7472.0;-17648.0;-4480.0;-2894.0;-424.0;929
10;Yehia;Scissors;4164.0;7268.0;-10296.0;-4480.0;7558.0;-3975.0;1033
11;Yehia;Scissors;-1876.0;7640.0;-13184.0;-4464.0;1986.0;-314.0;1136
12;Yehia;Scissors;-1680.0;7908.0;-13308.0;-4496.0;2320.0;783.0;1239
