id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Yehia;Scissors;800.0;-4276.0;-14836.0;-4464.0;1895.0;247.0;0
1;Yehia;Scissors;-24.0;-4188.0;-15548.0;-4496.0;2076.0;-277.0;103
2;Yehia;Scissors;196.0;-4208.0;-12908.0;-4512.0;2400.0;-364.0;207
3;Yehia;Scissors;-260.0;-3896.0;-10276.0;-4528.0;-170.0;-1247.0;310
4;Yehia;Scissors;428.0;-1580.0;-9952.0;-4512.0;-6992.0;-2633.0;413
5;Yehia;Scissors;-1936.0;2004.0;-11508.0;-4448.0;-8512.0;-1217.0;516
6;Yehia;Scissors;-3136.0;7852.0;-13380.0;-4464.0;-14710.0;-1991.0;620
7;Yehia;Scissors;-1976.0;9028.0;-20400.0;-4496.0;-12481.0;-1063.0;723
8;Yehia;Scissors;-3656.0;11992.0;-13856.0;-4448.0;-7170.0;-851.0;826
9;Yehia;Scissors;148.0;12320.0;-11732.0;-4480.0;3368.0;762.0;930
10;Yehia;Scissors;-340.0;8004.0;-15588.0;-4480.0;6515.0;-1998.0;1033
11;Yehia;Scissors;-3448.0;7688.0;-13576.0;-4496.0;4291.0;-722.0;1136
12;Yehia;Scissors;-2660.0;7680.0;-13168.0;-4496.0;4031.0;326.0;1239
