id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Mohammad;Scissors;1404.0;-3368.0;19184.0;-4448.0;2884.0;-887.0;0
1;Mohammad;Scissors;2368.0;-3472.0;15684.0;-4464.0;1829.0;230.0;102
2;Mohammad;Scissors;1344.0;-3500.0;13260.0;-4480.0;4162.0;-1025.0;205
3;Mohammad;Scissors;660.0;-2564.0;16024.0;-4464.0;2513.0;-769.0;309
4;Mohammad;Scissors;2772.0;-1984.0;14844.0;-4512.0;2586.0;-1106.0;412
5;Mohammad;Scissors;5360.0;-2712.0;12676.0;-4512.0;635.0;-2087.0;515
6;Mohammad;Scissors;2632.0;-2604.0;12028.0;-4496.0;4685.0;-223.0;618
7;Mohammad;Scissors;2296.0;-92.0;18700.0;-4480.0;6179.0;2505.0;721
8;Mohammad;Scissors;3500.0;-188.0;15592.0;-4480.0;4259.0;1491.0;825
9;Mohammad;Scissors;1096.0;432.0;16688.0;-4464.0;6523.0;2201.0;927
10;Mohammad;Scissors;1124.0;1504.0;21652.0;-4512.0;5065.0;713.0;1031
11;Mohammad;Scissors;2740.0;1928.0;26048.0;-4480.0;4935.0;1146.0;1134
12;Mohammad;Scissors;3096.0;1916.0;21088.0;-4464.0;-1413.0;1294.0;1238
13;Mohammad;Scissors;288.0;988.0;15176.0;-4480.0;2625.0;695.0;1340
14;Mohammad;Scissors;1752.0;1400.0;16556.0;-4496.0;2103.0;192.0;1443
