id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Mohammad;Scissors;288.0;-3672.0;14440.0;-4464.0;1983.0;-167.0;0
1;Mohammad;Scissors;652.0;-3228.0;16064.0;-4448.0;2495.0;-1055.0;103
2;Mohammad;Scissors;2592.0;-3048.0;14620.0;-4496.0;2627.0;-226.0;206
3;Mohammad;Scissors;960.0;-2708.0;13348.0;-4480.0;4664.0;54.0;310
4;Mohammad;Scissors;176.0;-1708.0;16508.0;-4496.0;3850.0;-732.0;412
5;Mohammad;Scissors;1340.0;-1236.0;15924.0;-4480.0;2238.0;-1701.0;516
6;Mohammad;Scissors;-188.0;-1060.0;14116.0;-4480.0;5951.0;-1603.0;619
7;Mohammad;Scissors;1352.0;900.0;17084.0;-4448.0;6082.0;-169.0;723
8;Mohammad;Scissors;-1728.0;1604.0;18376.0;-4496.0;5148.0;-1415.0;825
9;Mohammad;Scissors;3084.0;2212.0;19604.0;-4464.0;2601.0;-2774.0;928
10;Mohammad;Scissors;4192.0;1680.0;18620.0;-4480.0;11443.0;2960.0;1032
11;Mohammad;Scissors;4200.0;2760.0;22476.0;-4480.0;5773.0;1194.0;1135
12;Mohammad;Scissors;1096.0;3116.0;21644.0;-4496.0;2285.0;324.0;1238
13;Mohammad;Scissors;928.0;2520.0;16952.0;-4496.0;581.0;-105.0;1341
14;Mohammad;Scissors;1220.0;2632.0;17632.0;-4480.0;2806.0;292.0;1444
