id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Yehia;Scissors;308.0;-3356.0;-15188.0;-4512.0;1433.0;244.0;0
1;Yehia;Scissors;424.0;-3176.0;-13648.0;-4464.0;1793.0;269.0;104
2;Yehia;Scissors;-4.0;-3364.0;-16760.0;-4480.0;1887.0;234.0;207
3;Yehia;Scissors;-352.0;-3136.0;-11976.0;-4512.0;1693.0;-35.0;309
4;Yehia;Scissors;-572.0;-2740.0;-12136.0;-4480.0;-1375.0;-1571.0;413
5;Yehia;Scissors;-1880.0;-968.0;-11748.0;-4496.0;-3676.0;-1897.0;516
6;Yehia;Scissors;-1548.0;2456.0;-9404.0;-4496.0;-7397.0;-1997.0;620
7;Yehia;Scissors;-3992.0;4708.0;-13040.0;-4480.0;-8335.0;-1388.0;723
8;Yehia;Scissors;-4496.0;6064.0;-15064.0;-4512.0;-7640.0;-1955.0;827
9;Yehia;Scissors;-2796.0;8004.0;-16656.0;-4480.0;-4558.0;-3075.0;929
10;Yehia;Scissors;-1596.0;8172.0;-15772.0;-4512.0;-2215.0;3390.0;1032
11;Yehia;Scissors;64.0;7412.0;-15408.0;-4464.0;2499.0;1397.0;1136
12;Yehia;Scissors;-1324.0;7608.0;-12136.0;-4480.0;2121.0;518.0;1239
13;Yehia;Scissors;-2780.0;7344.0;-15888.0;-4496.0;2662.0;314.0;1343
