id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Assem;Scissors;4168.0;-1884.0;16928.0;-4384.0;2800.0;-224.0;0
1;Assem;Scissors;2952.0;-2172.0;16668.0;-4400.0;2281.0;-1176.0;103
2;Assem;Scissors;5312.0;-1076.0;18904.0;-4416.0;1122.0;-7641.0;206
3;Assem;Scissors;6976.0;-2560.0;14752.0;-4416.0;1472.0;-10778.0;310
4;Assem;Scissors;2816.0;-1900.0;11780.0;-4416.0;5205.0;-14292.0;413
5;Assem;Scissors;10072.0;-776.0;12064.0;-4416.0;5745.0;-12523.0;516
6;Assem;Scissors;12164.0;-1768.0;11424.0;-4416.0;3526.0;-9698.0;620
7;Assem;Scissors;13008.0;-2892.0;10980.0;-4416.0;2396.0;-6958.0;722
8;Assem;Scissors;14532.0;-2704.0;6824.0;-4416.0;4054.0;-9088.0;826
9;Assem;Scissors;11328.0;-3672.0;6008.0;-4416.0;797.0;-3348.0;929
10;Assem;Scissors;12940.0;-1284.0;8244.0;-4400.0;1755.0;-7774.0;1032
11;Assem;Scissors;16592.0;-164.0;1432.0;-4400.0;310.0;-4321.0;1136
12;Assem;Scissors;22500.0;2196.0;3760.0;-4400.0;2271.0;-879.0;1239
13;Assem;Scissors;21448.0;3332.0;4636.0;-4416.0;2814.0;-1108.0;1342
14;Assem;Scissors;17548.0;2732.0;2860.0;-4416.0;1456.0;723.0;1445
15;Assem;Scissors;14792.0;2092.0;2620.0;-4416.0;3091.0;881.0;1549
16;Assem;Scissors;18404.0;2804.0;4944.0;-4432.0;1243.0;2516.0;1652
17;Assem;Scissors;17116.0;2060.0;4608.0;-4432.0;1652.0;1704.0;1755
18;Assem;Scissors;15420.0;1972.0;4520.0;-4416.0;2137.0;1703.0;1858
19;Assem;Scissors;15216.0;1552.0;3892.0;-4416.0;2181.0;1196.0;1961
