id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Wizard #1;Expelliarmus;172.0;328.0;20584.0;-1360.0;-691.0;213.0;0
1;Wizard #1;Expelliarmus;272.0;608.0;20208.0;-1312.0;-627.0;-26.0;104
2;Wizard #1;Expelliarmus;536.0;508.0;20320.0;-1360.0;-633.0;36.0;206
3;Wizard #1;Expelliarmus;532.0;528.0;20260.0;-1360.0;-622.0;64.0;309
4;Wizard #1;Expelliarmus;328.0;448.0;20424.0;-1328.0;-630.0;13.0;413
5;Wizard #1;Expelliarmus;244.0;504.0;20456.0;-1328.0;-646.0;16.0;516
6;Wizard #1;Expelliarmus;496.0;580.0;20204.0;-1344.0;-619.0;51.0;619
7;Wizard #1;Expelliarmus;376.0;444.0;20408.0;-1328.0;-628.0;91.0;722
8;Wizard #1;Expelliarmus;452.0;628.0;20352.0;-1344.0;-632.0;22.0;826
9;Wizard #1;Expelliarmus;544.0;532.0;20372.0;-1328.0;-637.0;-15.0;928
10;Wizard #1;Expelliarmus;368.0;548.0;20452.0;-1312.0;-627.0;39.0;1031
11;Wizard #1;Expelliarmus;964.0;276.0;20688.0;-1360.0;-463.0;-175.0;1135
12;Wizard #1;Expelliarmus;388.0;592.0;20228.0;-1312.0;-626.0;51.0;1237
13;Wizard #1;Expelliarmus;392.0;556.0;20480.0;-1360.0;-626.0;26.0;1341
14;Wizard #1;Expelliarmus;420.0;432.0;20408.0;-1328.0;-633.0;17.0;1444
15;Wizard #1;Expelliarmus;456.0;584.0;20416.0;-1328.0;-619.0;33.0;1546
16;Wizard #1;Expelliarmus;360.0;512.0;20420.0;-1344.0;-639.0;40.0;1650
17;Wizard #1;Expelliarmus;620.0;516.0;20488.0;-1328.0;-632.0;61.0;1753
18;Wizard #1;Expelliarmus;404.0;528.0;20300.0;-1344.0;-623.0;16.0;1856
19;Wizard #1;Expelliarmus;472.0;628.0;20368.0;-1312.0;-649.0;36.0;1959
20;Wizard #1;Expelliarmus;376.0;528.0;20484.0;-1328.0;-640.0;16.0;2063
21;Wizard #1;Expelliarmus;72.0;456.0;20452.0;-1312.0;-728.0;-294.0;2165
22;Wizard #1;Expelliarmus;552.0;496.0;20292.0;-1328.0;-647.0;66.0;2268
23;Wizard #1;Expelliarmus;456.0;584.0;20444.0;-1344.0;-635.0;5.0;2372
24;Wizard #1;Expelliarmus;540.0;512.0;20340.0;-1328.0;-639.0;67.0;2474
25;Wizard #1;Expelliarmus;476.0;608.0;20504.0;-1328.0;-625.0;25.0;2578
26;Wizard #1;Expelliarmus;480.0;528.0;20340.0;-1328.0;-656.0;36.0;2681
27;Wizard #1;Expelliarmus;404.0;504.0;20344.0;-1312.0;-632.0;28.0;2783
