id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Yehia;Rock;-12300.0;176.0;8740.0;-4480.0;3178.0;-9783.0;0
1;Yehia;Rock;-13964.0;-1140.0;10996.0;-4480.0;2085.0;-709.0;102
2;Yehia;Rock;-14080.0;-1296.0;9816.0;-4480.0;1807.0;-662.0;206
3;Yehia;Rock;-14116.0;-1168.0;9140.0;-4480.0;2302.0;12.0;309
4;Yehia;Rock;-11284.0;-268.0;4664.0;-4464.0;5201.0;-4527.0;413
5;Yehia;Rock;-18608.0;3536.0;7404.0;-4496.0;19445.0;-9817.0;516
6;Yehia;Rock;-29320.0;2228.0;16144.0;-4464.0;14003.0;2162.0;619
7;Yehia;Rock;-21088.0;5340.0;24076.0;-4464.0;5240.0;1263.0;722
8;Yehia;Rock;-8840.0;4780.0;24892.0;-4480.0;-9780.0;-2687.0;825
9;Yehia;Rock;-4180.0;2788.0;12564.0;-4512.0;-25749.0;-1803.0;929
10;Yehia;Rock;-1800.0;-800.0;-2884.0;-4496.0;-27370.0;-1457.0;1032
11;Yehia;Rock;-1348.0;-2144.0;-6260.0;-4464.0;-15058.0;-5339.0;1136
12;Yehia;Rock;-12764.0;3524.0;-4256.0;-4464.0;-102.0;-4788.0;1239
13;Yehia;Rock;-19332.0;13216.0;-1688.0;-4480.0;9761.0;-427.0;1341
14;Yehia;Rock;-32768.0;14160.0;-14364.0;-4480.0;27268.0;10198.0;1445
15;Yehia;Rock;-24188.0;9352.0;11652.0;-4480.0;13113.0;-3767.0;1548
16;Yehia;Rock;-17076.0;3492.0;3564.0;-4512.0;2123.0;-4724.0;1652
17;Yehia;Rock;-11624.0;3284.0;-1680.0;-4448.0;2919.0;54.0;1755
18;Yehia;Rock;-15576.0;3192.0;-1592.0;-4496.0;2246.0;-2619.0;1859
19;Yehia;Rock;-16484.0;3020.0;4.0;-4480.0;2628.0;-375.0;1962
20;Yehia;Rock;-15960.0;2956.0;1100.0;-4496.0;1903.0;-650.0;2064
