id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Yehia;Paper;-1116.0;1520.0;18244.0;-4512.0;2763.0;187.0;0
1;Yehia;Paper;-244.0;1988.0;18556.0;-4512.0;3055.0;-45.0;103
2;Yehia;Paper;-1136.0;2172.0;17548.0;-4496.0;2549.0;-453.0;207
3;Yehia;Paper;-2780.0;2252.0;18464.0;-4512.0;3609.0;-1840.0;310
4;Yehia;Paper;-3940.0;2508.0;19556.0;-4480.0;3253.0;-6122.0;412
5;Yehia;Paper;-5656.0;3628.0;18364.0;-4496.0;270.0;-5530.0;516
6;Yehia;Paper;-2496.0;5984.0;16716.0;-4496.0;918.0;-1496.0;619
7;Yehia;Paper;-1040.0;8356.0;20988.0;-4496.0;895.0;4113.0;723
8;Yehia;Paper;-2720.0;7848.0;22108.0;-4480.0;-751.0;-610.0;826
9;Yehia;Paper;908.0;7700.0;15100.0;-4528.0;754.0;-1266.0;929
10;Yehia;Paper;6384.0;6212.0;14448.0;-4528.0;1070.0;-944.0;1032
11;Yehia;Paper;9472.0;4116.0;17372.0;-4512.0;2341.0;-230.0;1135
12;Yehia;Paper;3284.0;2756.0;20668.0;-4496.0;3477.0;588.0;1239
13;Yehia;Paper;1120.0;1904.0;18000.0;-4512.0;3462.0;-432.0;1342
14;Yehia;Paper;612.0;1984.0;16884.0;-4512.0;2287.0;330.0;1445
15;Yehia;Paper;-308.0;1716.0;16700.0;-4496.0;2855.0;-6.0;1548
16;Yehia;Paper;-240.0;1988.0;18396.0;-4480.0;1905.0;785.0;1651
