id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Assem;Paper;412.0;1312.0;16540.0;-4400.0;2206.0;-167.0;0
1;Assem;Paper;-632.0;1020.0;17604.0;-4416.0;2500.0;-26.0;102
2;Assem;Paper;-156.0;1572.0;18588.0;-4384.0;2621.0;-47.0;206
3;Assem;Paper;-492.0;1440.0;18112.0;-4400.0;2568.0;-51.0;309
4;Assem;Paper;-632.0;1524.0;18028.0;-4400.0;2251.0;-135.0;412
5;Assem;Paper;1136.0;1512.0;17960.0;-4384.0;1642.0;309.0;515
6;Assem;Paper;-788.0;996.0;19012.0;-4416.0;1310.0;1679.0;618
7;Assem;Paper;-1076.0;824.0;18712.0;-4432.0;2132.0;1385.0;722
8;Assem;Paper;-380.0;1760.0;19296.0;-4416.0;2556.0;209.0;825
9;Assem;Paper;-1460.0;1636.0;20004.0;-4432.0;2611.0;-2.0;929
10;Assem;Paper;-228.0;860.0;15164.0;-4400.0;2332.0;-4.0;1031
11;Assem;Paper;-2452.0;156.0;15480.0;-4416.0;1652.0;695.0;1134
12;Assem;Paper;-1164.0;148.0;15624.0;-4400.0;2258.0;719.0;1238
13;Assem;Paper;-2268.0;-284.0;14532.0;-4384.0;3013.0;1121.0;1341
14;Assem;Paper;-1332.0;368.0;16536.0;-4384.0;3158.0;1134.0;1445
15;Assem;Paper;-1192.0;260.0;16580.0;-4416.0;2653.0;2272.0;1547
16;Assem;Paper;-432.0;1360.0;18284.0;-4416.0;3632.0;477.0;1650
17;Assem;Paper;184.0;2184.0;19080.0;-4432.0;2649.0;-359.0;1754
18;Assem;Paper;-972.0;1360.0;17080.0;-4416.0;1885.0;246.0;1857
19;Assem;Paper;-2356.0;1136.0;17200.0;-4448.0;2289.0;177.0;1960
20;Assem;Paper;-2400.0;1152.0;16680.0;-4400.0;2003.0;265.0;2063
