id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Mohammad;Rock;48.0;364.0;18424.0;-5056.0;2543.0;81.0;0
1;Mohammad;Rock;-80.0;336.0;16324.0;-5024.0;2285.0;975.0;102
2;Mohammad;Rock;20024.0;4112.0;23012.0;-4992.0;1380.0;4729.0;205
3;Mohammad;Rock;-8716.0;11076.0;26236.0;-5024.0;-15677.0;10704.0;309
4;Mohammad;Rock;-23840.0;1820.0;18980.0;-5056.0;-32768.0;28841.0;412
5;Mohammad;Rock;-10180.0;-6580.0;-6752.0;-5040.0;-17099.0;26541.0;515
6;Mohammad;Rock;-1512.0;-5768.0;-11856.0;-5008.0;8957.0;6197.0;618
7;Mohammad;Rock;5484.0;-4064.0;76.0;-5008.0;27745.0;14181.0;722
8;Mohammad;Rock;16836.0;2324.0;14328.0;-5008.0;32767.0;16163.0;825
9;Mohammad;Rock;6436.0;7888.0;25396.0;-5008.0;26970.0;6486.0;927
10;Mohammad;Rock;2024.0;9912.0;26812.0;-5008.0;12792.0;2006.0;1031
11;Mohammad;Rock;-7576.0;7816.0;25696.0;-5040.0;3914.0;-410.0;1134
12;Mohammad;Rock;-6608.0;828.0;15156.0;-5008.0;-1470.0;-384.0;1237
13;Mohammad;Rock;-4816.0;336.0;17288.0;-5008.0;1772.0;2358.0;1340
