id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Assem;Rock;3792.0;492.0;17396.0;-4448.0;2599.0;133.0;0
1;Assem;Rock;3704.0;460.0;16564.0;-4432.0;2315.0;304.0;103
2;Assem;Rock;3712.0;500.0;16320.0;-4448.0;2725.0;187.0;206
3;Assem;Rock;5396.0;468.0;16768.0;-4416.0;3316.0;385.0;309
4;Assem;Rock;9776.0;1976.0;16820.0;-4432.0;5387.0;3200.0;412
5;Assem;Rock;7084.0;2996.0;22080.0;-4448.0;-12865.0;15583.0;516
6;Assem;Rock;-11684.0;-2892.0;14328.0;-4384.0;-20489.0;32767.0;619
7;Assem;Rock;-10760.0;-6336.0;7200.0;-4416.0;-15518.0;29100.0;722
8;Assem;Rock;-7192.0;-10224.0;1232.0;-4400.0;-4875.0;13179.0;825
9;Assem;Rock;-5580.0;-12312.0;516.0;-4432.0;92.0;12431.0;928
10;Assem;Rock;-2572.0;-13820.0;364.0;-4448.0;9269.0;4194.0;1032
11;Assem;Rock;-1636.0;-13652.0;-1168.0;-4416.0;16559.0;500.0;1135
12;Assem;Rock;3204.0;-11636.0;5972.0;-4448.0;20467.0;-389.0;1239
13;Assem;Rock;1152.0;-8692.0;5904.0;-4432.0;22424.0;-5643.0;1341
14;Assem;Rock;2904.0;-2800.0;19388.0;-4432.0;23413.0;-9552.0;1444
15;Assem;Rock;2716.0;708.0;17208.0;-4416.0;20583.0;-10863.0;1548
16;Assem;Rock;4580.0;3332.0;22228.0;-4400.0;14018.0;-7553.0;1651
17;Assem;Rock;2204.0;3800.0;22928.0;-4416.0;6893.0;-5501.0;1754
18;Assem;Rock;-3204.0;2432.0;20064.0;-4432.0;-3513.0;-3163.0;1857
19;Assem;Rock;-2160.0;-820.0;11864.0;-4416.0;-644.0;-478.0;1961
20;Assem;Rock;4056.0;-40.0;17268.0;-4464.0;2798.0;14.0;2064
21;Assem;Rock;5116.0;-40.0;17556.0;-4432.0;2380.0;386.0;2166
22;Assem;Rock;4424.0;-260.0;17116.0;-4432.0;3132.0;771.0;2270
