id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Yehia;Rock;-13332.0;380.0;-6664.0;-4480.0;3393.0;523.0;0
1;Yehia;Rock;-11764.0;1040.0;-8852.0;-4496.0;2023.0;9547.0;104
2;Yehia;Rock;-12400.0;1520.0;-10756.0;-4464.0;2241.0;10828.0;207
3;Yehia;Rock;-7688.0;2748.0;-11340.0;-4464.0;1906.0;12232.0;310
4;Yehia;Rock;-7168.0;2476.0;-13460.0;-4448.0;966.0;14072.0;413
5;Yehia;Rock;-4564.0;4188.0;-6088.0;-4480.0;-461.0;7986.0;516
6;Yehia;Rock;-10004.0;5172.0;-11056.0;-4480.0;-15238.0;10404.0;620
7;Yehia;Rock;-11164.0;6880.0;-22816.0;-4480.0;722.0;1536.0;723
8;Yehia;Rock;-3576.0;9872.0;-15768.0;-4496.0;2024.0;8145.0;826
9;Yehia;Rock;-6224.0;13144.0;-30424.0;-4464.0;20599.0;-9937.0;930
10;Yehia;Rock;-2372.0;12540.0;-22596.0;-4464.0;32767.0;-17248.0;1032
11;Yehia;Rock;-2116.0;6184.0;-11696.0;-4464.0;30891.0;1193.0;1136
12;Yehia;Rock;9800.0;1508.0;-3128.0;-4496.0;24557.0;7655.0;1239
13;Yehia;Rock;12040.0;6588.0;7020.0;-4496.0;16372.0;15760.0;1343
14;Yehia;Rock;-23320.0;4180.0;4380.0;-4480.0;-8103.0;4671.0;1446
15;Yehia;Rock;-32768.0;6604.0;-4056.0;-4512.0;-21195.0;2251.0;1549
16;Yehia;Rock;-32768.0;8796.0;-6236.0;-4512.0;-23077.0;-10933.0;1653
17;Yehia;Rock;-18300.0;11172.0;-7300.0;-4496.0;-16994.0;-4464.0;1755
18;Yehia;Rock;-11236.0;5444.0;-12516.0;-4464.0;1214.0;3173.0;1859
19;Yehia;Rock;-6688.0;3224.0;-6212.0;-4464.0;5623.0;3719.0;1962
