id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Mohammad;Rock;424.0;1680.0;16456.0;-4960.0;2798.0;807.0;0
1;Mohammad;Rock;4420.0;3080.0;19400.0;-4992.0;1816.0;9559.0;104
2;Mohammad;Rock;828.0;8580.0;32767.0;-4992.0;-12867.0;13187.0;206
3;Mohammad;Rock;-16488.0;2516.0;18776.0;-4960.0;-30552.0;25385.0;310
4;Mohammad;Rock;-12312.0;1048.0;3960.0;-4992.0;-22658.0;23404.0;413
5;Mohammad;Rock;1036.0;-3856.0;-8060.0;-5008.0;1125.0;3262.0;517
6;Mohammad;Rock;8740.0;-6168.0;-6752.0;-4992.0;19822.0;6167.0;619
7;Mohammad;Rock;11628.0;-2532.0;5244.0;-4992.0;32767.0;5284.0;722
8;Mohammad;Rock;4136.0;4928.0;15768.0;-4960.0;32767.0;4530.0;826
9;Mohammad;Rock;16180.0;10352.0;24448.0;-4976.0;25044.0;10124.0;928
10;Mohammad;Rock;4428.0;13016.0;29700.0;-4944.0;9773.0;9860.0;1032
11;Mohammad;Rock;-5380.0;7824.0;21944.0;-4960.0;-1933.0;4872.0;1135
12;Mohammad;Rock;-6552.0;1524.0;14344.0;-5024.0;-3600.0;4909.0;1238
13;Mohammad;Rock;-4312.0;-208.0;15948.0;-4992.0;1167.0;1182.0;1341
14;Mohammad;Rock;544.0;1156.0;16248.0;-4992.0;2492.0;730.0;1444
