id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Yehia;Scissors;-1460.0;7160.0;-13748.0;-4496.0;1858.0;28.0;0
1;Yehia;Scissors;-1500.0;7296.0;-13436.0;-4512.0;2662.0;655.0;102
2;Yehia;Scissors;-2188.0;7296.0;-12348.0;-4464.0;1756.0;349.0;205
3;Yehia;Scissors;-1592.0;7596.0;-12208.0;-4480.0;1375.0;-1277.0;309
4;Yehia;Scissors;-720.0;9024.0;-18432.0;-4512.0;-1753.0;345.0;412
5;Yehia;Scissors;1380.0;9896.0;-32768.0;-4496.0;16969.0;4172.0;516
6;Yehia;Scissors;-4288.0;10276.0;-20444.0;-4496.0;28531.0;7429.0;619
7;Yehia;Scissors;-3648.0;5040.0;-12004.0;-4528.0;25296.0;8057.0;722
8;Yehia;Scissors;-1156.0;-612.0;7136.0;-4512.0;15315.0;3874.0;825
9;Yehia;Scissors;512.0;-6364.0;-11936.0;-4512.0;-197.0;-2547.0;928
10;Yehia;Scissors;552.0;-7612.0;-17160.0;-4480.0;-690.0;-2095.0;1032
11;Yehia;Scissors;272.0;-6904.0;-14692.0;-4528.0;820.0;-1206.0;1135
12;Yehia;Scissors;476.0;-6056.0;-12916.0;-4528.0;2596.0;-552.0;1238
