id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Assem;Scissors;472.0;1248.0;17600.0;-4400.0;2759.0;27.0;0
1;Assem;Scissors;1116.0;1492.0;17168.0;-4416.0;2166.0;306.0;104
2;Assem;Scissors;660.0;1300.0;17740.0;-4432.0;2641.0;257.0;207
3;Assem;Scissors;308.0;1472.0;18148.0;-4432.0;2087.0;1041.0;310
4;Assem;Scissors;-636.0;1244.0;19348.0;-4416.0;1560.0;3284.0;413
5;Assem;Scissors;696.0;1084.0;19056.0;-4400.0;412.0;11267.0;516
6;Assem;Scissors;-3044.0;1128.0;21116.0;-4384.0;3693.0;14426.0;620
7;Assem;Scissors;-14700.0;636.0;17048.0;-4432.0;1083.0;12629.0;723
8;Assem;Scissors;-15612.0;452.0;13320.0;-4432.0;455.0;16637.0;826
9;Assem;Scissors;-16804.0;12.0;8624.0;-4416.0;-3551.0;25920.0;929
10;Assem;Scissors;-11276.0;-1416.0;3236.0;-4416.0;1437.0;-1435.0;1032
11;Assem;Scissors;-14884.0;-2540.0;3720.0;-4400.0;548.0;7279.0;1136
12;Assem;Scissors;-17164.0;-2084.0;3076.0;-4384.0;4092.0;2168.0;1239
13;Assem;Scissors;-14068.0;-3084.0;3812.0;-4416.0;3881.0;-289.0;1343
14;Assem;Scissors;-12680.0;-2956.0;4164.0;-4416.0;1802.0;821.0;1445
15;Assem;Scissors;-14392.0;-3528.0;2280.0;-4400.0;2548.0;1052.0;1549
16;Assem;Scissors;-15072.0;-3588.0;4040.0;-4432.0;1659.0;-276.0;1652
17;Assem;Scissors;-15692.0;-3788.0;2248.0;-4416.0;2917.0;21.0;1755
18;Assem;Scissors;-15456.0;-3592.0;2516.0;-4416.0;2273.0;-261.0;1859
