id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Mohammad;Scissors;-716.0;3308.0;17108.0;-4496.0;3036.0;21.0;0
1;Mohammad;Scissors;-536.0;3108.0;16988.0;-4480.0;3051.0;117.0;102
2;Mohammad;Scissors;-1524.0;4352.0;21856.0;-4496.0;5992.0;1295.0;206
3;Mohammad;Scissors;-580.0;6884.0;32767.0;-4480.0;-874.0;4107.0;309
4;Mohammad;Scissors;-6324.0;2944.0;19060.0;-4464.0;-5114.0;3943.0;413
5;Mohammad;Scissors;-2452.0;128.0;10064.0;-4496.0;-12039.0;1808.0;516
6;Mohammad;Scissors;2656.0;-376.0;11520.0;-4512.0;-3779.0;2693.0;619
7;Mohammad;Scissors;440.0;-2596.0;10180.0;-4480.0;1853.0;2869.0;722
8;Mohammad;Scissors;-4276.0;-3892.0;14084.0;-4464.0;3993.0;1306.0;825
9;Mohammad;Scissors;-3076.0;-4860.0;15504.0;-4496.0;3655.0;1826.0;929
10;Mohammad;Scissors;-2904.0;-3232.0;18516.0;-4480.0;1966.0;1951.0;1031
11;Mohammad;Scissors;-4488.0;-3044.0;20248.0;-4480.0;3009.0;1149.0;1135
12;Mohammad;Scissors;-5440.0;-4316.0;14612.0;-4464.0;2361.0;-316.0;1238
13;Mohammad;Scissors;-4700.0;-3816.0;15728.0;-4512.0;2456.0;17.0;1341
