id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Yehia;Scissors;-2560.0;4088.0;-14712.0;-4496.0;1782.0;580.0;0
1;Yehia;Scissors;-2452.0;4336.0;-14128.0;-4496.0;700.0;-931.0;104
2;Yehia;Scissors;-2940.0;4772.0;-18064.0;-4480.0;1189.0;931.0;206
3;Yehia;Scissors;-2496.0;4388.0;-23392.0;-4496.0;2622.0;4531.0;310
4;Yehia;Scissors;-1864.0;4828.0;-26048.0;-4480.0;8912.0;7111.0;413
5;Yehia;Scissors;-2296.0;5356.0;-18320.0;-4496.0;15908.0;6690.0;516
6;Yehia;Scissors;-3984.0;4472.0;-16872.0;-4512.0;22980.0;3216.0;620
7;Yehia;Scissors;-2088.0;-12.0;2932.0;-4448.0;18474.0;-1155.0;723
8;Yehia;Scissors;1796.0;-6876.0;-7200.0;-4496.0;1677.0;911.0;826
9;Yehia;Scissors;-128.0;-7420.0;-12220.0;-4480.0;-449.0;844.0;929
10;Yehia;Scissors;-32.0;-7212.0;-16592.0;-4512.0;1837.0;-252.0;1032
11;Yehia;Scissors;908.0;-6868.0;-15096.0;-4496.0;1431.0;-107.0;1136
12;Yehia;Scissors;-44.0;-6248.0;-13384.0;-4480.0;1023.0;-342.0;1239
